,avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,city,last_trip_date,phone,signup_date,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct,last_trip,churn,King's Landing,Winterfell,iPhone
30914,7.56,4.8,4.0,1.0,Winterfell,2014-04-27,Android,2014-01-10,0.0,1,0,66.7,2014-04-27,1,0,1,0
30919,2.34,5.0,4.0,1.5,Astapor,2014-01-18,iPhone,2014-01-18,100.0,1,0,0.0,2014-01-18,1,0,0,1
30920,0.95,4.0,5.0,1.0,Winterfell,2014-01-27,iPhone,2014-01-27,0.0,2,0,100.0,2014-01-27,1,0,1,1
30921,2.3,5.0,5.0,1.0,Winterfell,2014-01-07,Android,2014-01-06,0.0,1,0,100.0,2014-01-07,1,0,1,0
30923,3.51,5.0,5.0,1.0,King's Landing,2014-01-11,Android,2014-01-11,0.0,3,1,0.0,2014-01-11,1,1,0,0
30924,4.7,5.0,2.7,1.08,Winterfell,2014-01-19,Android,2014-01-18,33.3,3,0,0.0,2014-01-19,1,0,1,0
30926,1.7,5.0,5.0,1.31,Winterfell,2014-06-30,iPhone,2014-01-15,50.0,0,1,50.0,2014-06-30,0,0,1,1
30927,14.17,5.0,5.0,2.0,King's Landing,2014-02-18,iPhone,2014-01-10,100.0,0,0,100.0,2014-02-18,1,1,0,1
30929,12.4,4.9,4.5,1.0,Winterfell,2014-05-08,Android,2014-01-18,0.0,2,0,37.5,2014-05-08,1,0,1,0
30932,0.35,5.0,3.0,1.0,Astapor,2014-02-11,iPhone,2014-01-02,0.0,0,0,100.0,2014-02-11,1,0,0,1
30933,1.76,5.0,5.0,1.0,Winterfell,2014-01-15,Android,2014-01-14,0.0,1,0,100.0,2014-01-15,1,0,1,0
30934,7.25,5.0,5.0,1.0,Winterfell,2014-06-21,iPhone,2014-01-13,0.0,0,0,0.0,2014-06-21,0,0,1,1
30935,20.05,5.0,5.0,1.0,Astapor,2014-03-29,Android,2014-01-12,0.0,0,0,100.0,2014-03-29,1,0,0,0
30937,1.35,4.4,4.5,1.0,Astapor,2014-01-17,iPhone,2014-01-03,0.0,5,0,80.0,2014-01-17,1,0,0,1
30942,1.64,5.0,4.0,1.0,Winterfell,2014-01-26,iPhone,2014-01-26,0.0,1,0,0.0,2014-01-26,1,0,1,1
30944,1.33,5.0,5.0,1.0,Astapor,2014-01-25,iPhone,2014-01-24,0.0,2,0,100.0,2014-01-25,1,0,0,1
30945,6.75,5.0,4.0,1.0,Winterfell,2014-04-18,Android,2014-01-13,0.0,0,0,100.0,2014-04-18,1,0,1,0
30946,4.26,5.0,5.0,1.04,Astapor,2014-05-19,iPhone,2014-01-31,14.3,3,0,71.4,2014-05-19,1,0,0,1
30947,4.61,5.0,5.0,1.0,Astapor,2014-01-14,iPhone,2014-01-09,0.0,1,0,100.0,2014-01-14,1,0,0,1
30948,2.44,5.0,5.0,1.0,Winterfell,2014-03-08,iPhone,2014-01-06,0.0,1,1,50.0,2014-03-08,1,0,1,1
30954,11.21,5.0,4.7,1.0,Astapor,2014-03-14,Android,2014-01-19,0.0,0,0,100.0,2014-03-14,1,0,0,0
30958,1.61,5.0,5.0,1.0,Astapor,2014-01-03,Android,2014-01-02,0.0,1,0,100.0,2014-01-03,1,0,0,0
30962,9.52,5.0,5.0,1.0,Astapor,2014-03-31,Android,2014-01-04,0.0,1,1,50.0,2014-03-31,1,0,0,0
30965,3.2,5.0,5.0,1.0,King's Landing,2014-06-18,iPhone,2014-01-21,0.0,1,0,100.0,2014-06-18,0,1,0,1
30967,2.1,4.5,5.0,1.0,Winterfell,2014-02-02,iPhone,2014-01-10,0.0,5,0,40.0,2014-02-02,1,0,1,1
30972,3.01,5.0,5.0,1.42,Winterfell,2014-03-15,iPhone,2014-01-25,66.7,0,0,33.3,2014-03-15,1,0,1,1
30974,10.24,5.0,5.0,1.25,Astapor,2014-02-14,Android,2014-01-31,33.3,3,1,66.7,2014-02-14,1,0,0,0
30978,15.48,5.0,5.0,1.0,Winterfell,2014-06-26,iPhone,2014-01-10,0.0,0,1,100.0,2014-06-26,0,0,1,1
30980,5.68,5.0,4.5,1.04,Winterfell,2014-05-17,Android,2014-01-17,14.3,1,0,28.6,2014-05-17,1,0,1,0
30985,10.52,5.0,4.8,1.0,King's Landing,2014-05-07,Android,2014-01-03,0.0,0,1,100.0,2014-05-07,1,1,0,0
30986,9.78,5.0,5.0,1.0,Winterfell,2014-02-11,iPhone,2014-01-19,0.0,5,0,100.0,2014-02-11,1,0,1,1
30990,1.61,5.0,4.0,1.0,King's Landing,2014-01-30,iPhone,2014-01-30,0.0,1,0,100.0,2014-01-30,1,1,0,1
30993,1.94,5.0,5.0,1.0,Astapor,2014-05-17,Android,2014-01-19,0.0,2,0,75.0,2014-05-17,1,0,0,0
30994,6.53,5.0,5.0,1.0,Winterfell,2014-05-25,iPhone,2014-01-12,0.0,1,0,50.0,2014-05-25,1,0,1,1
30996,4.02,4.8,5.0,1.0,Astapor,2014-06-11,iPhone,2014-01-31,0.0,1,1,100.0,2014-06-11,0,0,0,1
30997,2.36,5.0,5.0,1.0,Winterfell,2014-01-24,Android,2014-01-17,0.0,1,1,100.0,2014-01-24,1,0,1,0
31000,14.01,4.7,5.0,1.0,Winterfell,2014-04-10,Android,2014-01-12,0.0,0,1,100.0,2014-04-10,1,0,1,0
31001,1.65,5.0,5.0,1.0,Astapor,2014-04-05,iPhone,2014-01-22,0.0,0,1,0.0,2014-04-05,1,0,0,1
31002,4.41,4.5,4.0,1.13,Winterfell,2014-05-16,Android,2014-01-29,25.0,2,0,100.0,2014-05-16,1,0,1,0
31003,3.11,5.0,5.0,1.0,King's Landing,2014-06-27,Android,2014-01-22,0.0,0,0,100.0,2014-06-27,0,1,0,0
31004,3.44,5.0,5.0,1.0,Astapor,2014-01-12,iPhone,2014-01-01,0.0,1,1,0.0,2014-01-12,1,0,0,1
31006,6.21,5.0,5.0,1.0,Winterfell,2014-01-28,Android,2014-01-26,0.0,1,1,100.0,2014-01-28,1,0,1,0
31007,6.05,4.5,5.0,1.0,Winterfell,2014-01-19,iPhone,2014-01-18,0.0,2,0,0.0,2014-01-19,1,0,1,1
31008,2.91,4.3,5.0,1.0,Winterfell,2014-06-04,iPhone,2014-01-06,0.0,3,0,50.0,2014-06-04,0,0,1,1
31010,12.66,5.0,5.0,1.0,Astapor,2014-01-26,iPhone,2014-01-25,0.0,1,0,0.0,2014-01-26,1,0,0,1
31012,9.27,5.0,5.0,1.0,Winterfell,2014-02-14,Android,2014-01-12,0.0,0,1,100.0,2014-02-14,1,0,1,0
31013,13.35,5.0,5.0,1.0,Astapor,2014-03-09,Android,2014-01-18,0.0,0,0,0.0,2014-03-09,1,0,0,0
31014,10.17,5.0,4.5,1.0,Winterfell,2014-06-14,Android,2014-01-12,0.0,3,1,85.7,2014-06-14,0,0,1,0
31016,20.85,5.0,5.0,1.0,Astapor,2014-01-16,Android,2014-01-14,0.0,1,0,100.0,2014-01-16,1,0,0,0
31017,11.13,5.0,5.0,1.0,Winterfell,2014-01-10,Android,2014-01-07,0.0,2,0,100.0,2014-01-10,1,0,1,0
31018,3.09,5.0,4.0,1.0,Winterfell,2014-05-31,Android,2014-01-25,0.0,0,0,50.0,2014-05-31,1,0,1,0
31020,25.86,5.0,5.0,1.0,Astapor,2014-04-02,Android,2014-01-20,0.0,2,1,33.3,2014-04-02,1,0,0,0
31021,2.3,5.0,5.0,1.17,Astapor,2014-05-18,Android,2014-01-25,33.3,1,0,0.0,2014-05-18,1,0,0,0
31022,0.9,5.0,5.0,1.0,Winterfell,2014-06-20,iPhone,2014-01-24,0.0,0,0,100.0,2014-06-20,0,0,1,1
31023,1.72,5.0,5.0,1.0,Astapor,2014-05-25,iPhone,2014-01-08,0.0,0,0,0.0,2014-05-25,1,0,0,1
31024,4.35,5.0,4.0,1.0,Winterfell,2014-01-29,iPhone,2014-01-29,0.0,1,1,100.0,2014-01-29,1,0,1,1
31025,14.84,5.0,5.0,1.0,King's Landing,2014-01-15,iPhone,2014-01-08,0.0,2,1,100.0,2014-01-15,1,1,0,1
31026,2.95,5.0,5.0,1.0,Winterfell,2014-01-19,Android,2014-01-10,0.0,2,1,50.0,2014-01-19,1,0,1,0
31028,14.64,5.0,5.0,1.0,King's Landing,2014-01-09,Android,2014-01-08,0.0,1,1,100.0,2014-01-09,1,1,0,0
31029,10.95,5.0,5.0,1.0,Astapor,2014-05-01,iPhone,2014-01-28,0.0,0,1,100.0,2014-05-01,1,0,0,1
31030,13.95,5.0,5.0,1.0,Astapor,2014-01-26,Android,2014-01-26,0.0,1,1,0.0,2014-01-26,1,0,0,0
31032,1.64,5.0,4.0,1.0,Winterfell,2014-01-08,iPhone,2014-01-07,0.0,1,0,100.0,2014-01-08,1,0,1,1
31033,10.38,5.0,5.0,1.0,Winterfell,2014-01-20,iPhone,2014-01-19,0.0,1,0,0.0,2014-01-20,1,0,1,1
31037,1.5,4.0,5.0,1.0,Winterfell,2014-05-13,iPhone,2014-01-23,0.0,0,0,100.0,2014-05-13,1,0,1,1
31038,2.34,5.0,4.0,1.75,King's Landing,2014-01-30,iPhone,2014-01-28,100.0,1,0,100.0,2014-01-30,1,1,0,1
31040,3.12,3.8,5.0,1.13,Winterfell,2014-05-26,Android,2014-01-19,16.7,0,0,33.3,2014-05-26,1,0,1,0
31041,2.76,5.0,5.0,1.0,Winterfell,2014-03-21,iPhone,2014-01-18,0.0,0,0,100.0,2014-03-21,1,0,1,1
31042,3.6,4.8,5.0,1.0,Winterfell,2014-06-27,iPhone,2014-01-06,0.0,3,0,100.0,2014-06-27,0,0,1,1
31044,2.76,5.0,5.0,1.0,King's Landing,2014-03-23,Android,2014-01-12,0.0,3,0,50.0,2014-03-23,1,1,0,0
31045,2.64,4.7,4.5,1.0,Winterfell,2014-06-14,Android,2014-01-03,0.0,1,0,100.0,2014-06-14,0,0,1,0
31049,2.59,5.0,5.0,1.0,Astapor,2014-03-29,iPhone,2014-01-17,0.0,0,0,50.0,2014-03-29,1,0,0,1
31051,2.42,4.8,4.0,1.0,Astapor,2014-04-01,iPhone,2014-01-17,0.0,0,1,100.0,2014-04-01,1,0,0,1
31055,1.94,5.0,4.0,1.0,Winterfell,2014-03-07,iPhone,2014-01-24,0.0,1,0,100.0,2014-03-07,1,0,1,1
31058,1.78,5.0,3.0,1.0,Winterfell,2014-01-08,iPhone,2014-01-07,0.0,1,0,100.0,2014-01-08,1,0,1,1
31060,4.2,5.0,3.0,1.0,Winterfell,2014-02-22,Android,2014-01-22,0.0,2,0,66.7,2014-02-22,1,0,1,0
31061,3.27,5.0,4.6,1.07,Astapor,2014-04-27,Android,2014-01-20,20.0,13,0,86.7,2014-04-27,1,0,0,0
31063,14.55,5.0,5.0,1.0,Astapor,2014-01-02,Android,2014-01-02,0.0,1,0,100.0,2014-01-02,1,0,0,0
31064,1.34,5.0,5.0,1.0,Astapor,2014-01-19,iPhone,2014-01-15,0.0,2,0,0.0,2014-01-19,1,0,0,1
31065,0.84,5.0,5.0,1.0,Astapor,2014-05-08,Android,2014-01-25,0.0,0,0,100.0,2014-05-08,1,0,0,0
31067,1.7,1.0,5.0,1.0,Winterfell,2014-01-27,Android,2014-01-26,0.0,1,1,100.0,2014-01-27,1,0,1,0
31069,10.61,5.0,5.0,1.0,Astapor,2014-01-08,iPhone,2014-01-08,0.0,1,0,100.0,2014-01-08,1,0,0,1
31070,8.5,5.0,1.0,1.0,Winterfell,2014-03-22,iPhone,2014-01-25,0.0,1,1,0.0,2014-03-22,1,0,1,1
31073,1.64,5.0,4.5,1.38,Astapor,2014-03-15,iPhone,2014-01-15,50.0,0,0,100.0,2014-03-15,1,0,0,1
31076,3.39,4.0,5.0,1.38,Astapor,2014-02-07,Android,2014-01-23,100.0,2,0,50.0,2014-02-07,1,0,0,0
31079,9.33,4.8,5.0,1.0,Winterfell,2014-06-23,iPhone,2014-01-24,0.0,1,1,100.0,2014-06-23,0,0,1,1
31081,3.97,5.0,5.0,1.0,Astapor,2014-05-25,iPhone,2014-01-16,0.0,0,0,0.0,2014-05-25,1,0,0,1
31082,5.37,5.0,5.0,1.0,Astapor,2014-01-04,iPhone,2014-01-03,0.0,1,0,0.0,2014-01-04,1,0,0,1
31083,11.35,5.0,5.0,1.0,Astapor,2014-02-23,iPhone,2014-01-21,0.0,1,1,50.0,2014-02-23,1,0,0,1
31085,16.87,5.0,5.0,1.0,Astapor,2014-01-26,iPhone,2014-01-25,0.0,2,0,0.0,2014-01-26,1,0,0,1
31086,5.04,5.0,5.0,1.0,Winterfell,2014-05-01,Android,2014-01-09,0.0,0,0,100.0,2014-05-01,1,0,1,0
31088,1.84,4.8,3.8,1.0,Astapor,2014-06-14,iPhone,2014-01-12,0.0,5,0,65.0,2014-06-14,0,0,0,1
31089,0.96,5.0,5.0,1.0,Winterfell,2014-01-21,iPhone,2014-01-20,0.0,2,1,100.0,2014-01-21,1,0,1,1
31090,2.01,5.0,4.0,1.0,Astapor,2014-02-02,Android,2014-01-31,0.0,1,0,0.0,2014-02-02,1,0,0,0
31094,18.11,5.0,5.0,1.0,Winterfell,2014-05-05,iPhone,2014-01-19,0.0,0,1,100.0,2014-05-05,1,0,1,1
31096,11.75,5.0,5.0,1.0,King's Landing,2014-06-21,iPhone,2014-01-24,0.0,1,1,0.0,2014-06-21,0,1,0,1
31098,7.88,5.0,5.0,1.0,Winterfell,2014-01-11,Android,2014-01-04,0.0,1,0,0.0,2014-01-11,1,0,1,0
31100,3.97,5.0,5.0,1.0,Astapor,2014-06-29,iPhone,2014-01-05,0.0,2,1,33.3,2014-06-29,0,0,0,1
31102,2.53,4.6,4.8,1.2,Astapor,2014-05-31,iPhone,2014-01-21,25.0,15,0,60.7,2014-05-31,1,0,0,1
31103,5.85,4.7,4.3,1.0,Winterfell,2014-06-29,Android,2014-01-14,0.0,5,0,57.1,2014-06-29,0,0,1,0
31108,1.08,4.5,5.0,1.0,Winterfell,2014-01-31,Android,2014-01-31,0.0,2,0,100.0,2014-01-31,1,0,1,0
31109,4.12,4.0,3.0,1.0,Winterfell,2014-05-28,iPhone,2014-01-03,0.0,0,0,100.0,2014-05-28,1,0,1,1
31111,3.33,5.0,5.0,1.13,Astapor,2014-05-27,Android,2014-01-20,50.0,0,0,100.0,2014-05-27,1,0,0,0
31112,4.39,5.0,5.0,1.0,Winterfell,2014-06-29,Android,2014-01-06,0.0,0,1,40.0,2014-06-29,0,0,1,0
31114,13.3,5.0,5.0,1.25,King's Landing,2014-05-10,iPhone,2014-01-01,50.0,1,0,50.0,2014-05-10,1,1,0,1
31118,2.77,5.0,5.0,1.0,Winterfell,2014-04-27,iPhone,2014-01-06,0.0,0,1,33.3,2014-04-27,1,0,1,1
31119,2.72,5.0,3.0,1.0,Astapor,2014-01-06,Android,2014-01-05,0.0,2,1,100.0,2014-01-06,1,0,0,0
31123,4.37,4.0,5.0,1.25,Astapor,2014-06-19,iPhone,2014-01-24,50.0,2,1,100.0,2014-06-19,0,0,0,1
31124,10.81,5.0,5.0,1.0,Winterfell,2014-04-29,iPhone,2014-01-06,0.0,3,1,100.0,2014-04-29,1,0,1,1
31133,7.94,4.5,5.0,1.0,King's Landing,2014-05-23,Android,2014-01-16,0.0,0,0,50.0,2014-05-23,1,1,0,0
31135,15.42,5.0,5.0,1.0,Winterfell,2014-01-05,Android,2014-01-05,0.0,1,0,0.0,2014-01-05,1,0,1,0
31136,4.52,5.0,5.0,1.0,Astapor,2014-01-22,Android,2014-01-14,0.0,2,0,100.0,2014-01-22,1,0,0,0
31139,2.75,5.0,5.0,1.0,Winterfell,2014-01-11,iPhone,2014-01-10,0.0,2,1,50.0,2014-01-11,1,0,1,1
31140,10.84,3.7,4.5,1.0,Winterfell,2014-06-29,iPhone,2014-01-15,0.0,1,0,83.3,2014-06-29,0,0,1,1
31141,5.41,5.0,5.0,1.0,Winterfell,2014-06-21,iPhone,2014-01-07,0.0,2,0,66.7,2014-06-21,0,0,1,1
31142,4.33,5.0,5.0,1.0,Astapor,2014-01-30,Android,2014-01-30,0.0,1,1,100.0,2014-01-30,1,0,0,0
31143,2.4,4.6,4.3,1.0,Astapor,2014-06-22,Android,2014-01-11,0.0,0,1,13.3,2014-06-22,0,0,0,0
31144,2.54,5.0,3.5,1.0,King's Landing,2014-06-07,iPhone,2014-01-16,0.0,2,0,20.0,2014-06-07,0,1,0,1
31149,2.63,4.9,4.0,1.0,Winterfell,2014-04-06,iPhone,2014-01-25,0.0,9,0,28.6,2014-04-06,1,0,1,1
31152,2.46,4.8,4.0,1.0,Winterfell,2014-06-05,iPhone,2014-01-06,0.0,1,0,33.3,2014-06-05,0,0,1,1
31154,2.29,5.0,5.0,1.88,Winterfell,2014-05-15,iPhone,2014-01-16,50.0,1,1,100.0,2014-05-15,1,0,1,1
31155,0.79,5.0,4.0,1.0,Astapor,2014-03-05,iPhone,2014-01-11,0.0,0,0,66.7,2014-03-05,1,0,0,1
31156,3.69,5.0,5.0,2.0,Winterfell,2014-01-18,Android,2014-01-17,100.0,1,0,0.0,2014-01-18,1,0,1,0
31158,4.31,5.0,4.1,1.29,King's Landing,2014-03-09,Android,2014-01-07,14.3,0,0,0.0,2014-03-09,1,1,0,0
31160,2.72,4.8,5.0,1.0,Winterfell,2014-05-07,Android,2014-01-10,0.0,3,0,33.3,2014-05-07,1,0,1,0
31162,2.08,5.0,5.0,1.0,Winterfell,2014-01-02,Android,2014-01-02,0.0,1,1,100.0,2014-01-02,1,0,1,0
31164,7.68,5.0,5.0,1.0,King's Landing,2014-01-13,Android,2014-01-11,0.0,1,0,100.0,2014-01-13,1,1,0,0
31167,3.17,5.0,4.0,1.0,Astapor,2014-05-19,iPhone,2014-01-29,0.0,0,0,100.0,2014-05-19,1,0,0,1
31172,1.96,5.0,5.0,1.5,Astapor,2014-01-18,iPhone,2014-01-04,100.0,1,0,100.0,2014-01-18,1,0,0,1
31174,3.13,5.0,5.0,1.0,King's Landing,2014-05-31,iPhone,2014-01-24,0.0,1,0,0.0,2014-05-31,1,1,0,1
31175,10.9,4.7,5.0,1.58,Astapor,2014-02-28,iPhone,2014-01-09,33.3,2,0,33.3,2014-02-28,1,0,0,1
31184,2.24,3.3,3.7,1.0,Astapor,2014-02-02,iPhone,2014-01-31,0.0,3,0,33.3,2014-02-02,1,0,0,1
31191,3.6,3.0,5.0,1.0,Winterfell,2014-01-24,Android,2014-01-11,0.0,3,0,66.7,2014-01-24,1,0,1,0
31193,6.59,4.0,5.0,1.63,Astapor,2014-03-08,Android,2014-01-01,50.0,1,0,0.0,2014-03-08,1,0,0,0
31194,6.59,4.8,5.0,1.0,Winterfell,2014-07-01,Android,2014-01-19,0.0,0,1,33.3,2014-07-01,0,0,1,0
31199,1.9,3.7,4.6,1.08,Winterfell,2014-05-21,Android,2014-01-14,11.1,5,0,66.7,2014-05-21,1,0,1,0
31200,2.77,5.0,4.0,1.0,Astapor,2014-06-28,iPhone,2014-01-11,0.0,0,0,0.0,2014-06-28,0,0,0,1
31202,3.37,5.0,4.0,1.22,Astapor,2014-06-29,iPhone,2014-01-27,22.2,1,0,55.6,2014-06-29,0,0,0,1
31206,3.94,5.0,5.0,1.0,Winterfell,2014-03-09,iPhone,2014-01-01,0.0,1,0,0.0,2014-03-09,1,0,1,1
31207,13.82,5.0,5.0,1.0,Winterfell,2014-01-31,iPhone,2014-01-07,0.0,2,1,100.0,2014-01-31,1,0,1,1
31209,13.1,5.0,5.0,1.0,King's Landing,2014-06-29,iPhone,2014-01-18,0.0,1,1,0.0,2014-06-29,0,1,0,1
31213,6.38,5.0,4.0,1.0,Astapor,2014-01-07,iPhone,2014-01-05,0.0,2,0,50.0,2014-01-07,1,0,0,1
31214,4.41,5.0,4.0,1.0,Winterfell,2014-06-28,iPhone,2014-01-26,0.0,0,0,80.0,2014-06-28,0,0,1,1
31217,1.55,5.0,5.0,1.75,Winterfell,2014-03-02,Android,2014-01-25,100.0,1,0,0.0,2014-03-02,1,0,1,0
31220,0.78,5.0,5.0,1.0,Winterfell,2014-04-09,iPhone,2014-01-01,0.0,0,0,100.0,2014-04-09,1,0,1,1
31222,1.12,4.2,3.0,1.35,Astapor,2014-04-05,iPhone,2014-01-20,40.0,0,0,80.0,2014-04-05,1,0,0,1
31224,17.33,5.0,5.0,1.0,Winterfell,2014-03-20,iPhone,2014-01-16,0.0,0,0,100.0,2014-03-20,1,0,1,1
31225,5.66,5.0,5.0,1.0,Astapor,2014-01-12,iPhone,2014-01-11,0.0,1,1,0.0,2014-01-12,1,0,0,1
31226,2.71,5.0,5.0,1.0,King's Landing,2014-03-18,Android,2014-01-31,0.0,0,0,100.0,2014-03-18,1,1,0,0
31229,4.27,5.0,4.0,1.6,Astapor,2014-04-27,iPhone,2014-01-18,40.0,0,0,0.0,2014-04-27,1,0,0,1
31230,1.82,5.0,5.0,1.0,Winterfell,2014-03-16,Android,2014-01-26,0.0,0,1,0.0,2014-03-16,1,0,1,0
31231,1.61,5.0,5.0,1.0,Winterfell,2014-01-12,iPhone,2014-01-11,0.0,1,0,0.0,2014-01-12,1,0,1,1
31232,2.93,5.0,5.0,1.0,Winterfell,2014-04-07,iPhone,2014-01-25,0.0,0,1,66.7,2014-04-07,1,0,1,1
31233,10.81,5.0,4.0,1.0,Astapor,2014-04-02,Android,2014-01-25,0.0,0,0,100.0,2014-04-02,1,0,0,0
31234,3.55,4.8,5.0,1.0,Winterfell,2014-06-27,iPhone,2014-01-25,0.0,3,0,40.0,2014-06-27,0,0,1,1
31235,2.69,5.0,4.0,1.13,Winterfell,2014-01-26,iPhone,2014-01-25,50.0,2,0,0.0,2014-01-26,1,0,1,1
31236,5.66,5.0,4.8,1.0,Winterfell,2014-06-29,Android,2014-01-17,0.0,2,1,50.0,2014-06-29,0,0,1,0
31237,17.2,5.0,5.0,1.25,King's Landing,2014-04-13,Android,2014-01-30,100.0,0,0,0.0,2014-04-13,1,1,0,0
31239,1.15,5.0,5.0,2.5,Astapor,2014-01-16,iPhone,2014-01-15,100.0,1,0,100.0,2014-01-16,1,0,0,1
31240,13.0,5.0,5.0,1.0,Astapor,2014-01-23,iPhone,2014-01-23,0.0,1,1,100.0,2014-01-23,1,0,0,1
31241,3.82,5.0,5.0,1.0,Astapor,2014-02-02,Android,2014-01-23,0.0,1,0,0.0,2014-02-02,1,0,0,0
31244,2.67,4.5,5.0,1.63,Astapor,2014-02-17,iPhone,2014-01-30,50.0,2,0,50.0,2014-02-17,1,0,0,1
31246,1.49,4.8,5.0,1.46,Astapor,2014-05-16,iPhone,2014-01-03,50.0,0,0,66.7,2014-05-16,1,0,0,1
31247,2.47,4.4,4.4,1.8,Winterfell,2014-03-02,iPhone,2014-01-17,20.0,0,0,20.0,2014-03-02,1,0,1,1
31248,4.14,4.0,5.0,1.0,Astapor,2014-01-19,iPhone,2014-01-13,0.0,1,0,0.0,2014-01-19,1,0,0,1
31249,10.64,5.0,3.0,1.0,Winterfell,2014-01-24,Android,2014-01-23,0.0,2,0,100.0,2014-01-24,1,0,1,0
31250,17.76,5.0,5.0,1.0,Winterfell,2014-06-20,iPhone,2014-01-12,0.0,0,0,100.0,2014-06-20,0,0,1,1
31251,2.73,5.0,4.0,1.38,Winterfell,2014-06-17,iPhone,2014-01-18,50.0,1,0,100.0,2014-06-17,0,0,1,1
31254,8.3,5.0,5.0,1.0,Astapor,2014-01-20,iPhone,2014-01-19,0.0,2,1,0.0,2014-01-20,1,0,0,1
31255,3.09,5.0,5.0,1.0,Astapor,2014-05-13,Android,2014-01-21,0.0,0,0,100.0,2014-05-13,1,0,0,0
31258,3.83,5.0,5.0,1.0,King's Landing,2014-02-01,Android,2014-01-25,0.0,1,0,100.0,2014-02-01,1,1,0,0
31262,5.64,5.0,4.0,1.0,Astapor,2014-01-18,iPhone,2014-01-17,0.0,1,1,100.0,2014-01-18,1,0,0,1
31263,6.33,5.0,4.5,1.0,Astapor,2014-01-19,Android,2014-01-18,0.0,2,1,0.0,2014-01-19,1,0,0,0
31264,7.92,5.0,5.0,1.0,Astapor,2014-04-11,iPhone,2014-01-17,0.0,0,0,100.0,2014-04-11,1,0,0,1
31265,1.23,5.0,5.0,1.0,Winterfell,2014-02-02,iPhone,2014-01-31,0.0,2,0,0.0,2014-02-02,1,0,1,1
31266,1.48,5.0,5.0,1.0,King's Landing,2014-06-14,iPhone,2014-01-08,0.0,1,0,100.0,2014-06-14,0,1,0,1
31267,3.47,5.0,5.0,1.0,Winterfell,2014-01-31,iPhone,2014-01-25,0.0,8,0,87.5,2014-01-31,1,0,1,1
31269,3.69,5.0,4.3,1.0,Winterfell,2014-01-20,iPhone,2014-01-02,0.0,4,0,50.0,2014-01-20,1,0,1,1
31274,3.0,5.0,5.0,1.0,Astapor,2014-02-01,Android,2014-01-29,0.0,2,0,100.0,2014-02-01,1,0,0,0
31275,6.75,5.0,4.0,1.0,Winterfell,2014-05-01,iPhone,2014-01-25,0.0,2,0,33.3,2014-05-01,1,0,1,1
31277,12.45,5.0,5.0,1.0,Astapor,2014-01-10,iPhone,2014-01-08,0.0,1,1,100.0,2014-01-10,1,0,0,1
31278,5.51,3.0,5.0,1.0,Winterfell,2014-01-25,Android,2014-01-24,0.0,1,0,100.0,2014-01-25,1,0,1,0
31280,7.99,4.9,4.4,1.0,Winterfell,2014-06-12,iPhone,2014-01-26,0.0,7,0,77.3,2014-06-12,0,0,1,1
31283,19.48,5.0,4.0,1.0,Winterfell,2014-03-20,Android,2014-01-15,0.0,0,1,100.0,2014-03-20,1,0,1,0
31284,1.78,5.0,5.0,1.0,Winterfell,2014-03-08,iPhone,2014-01-07,0.0,0,1,50.0,2014-03-08,1,0,1,1
31289,6.2,5.0,5.0,1.0,Winterfell,2014-02-25,iPhone,2014-01-31,0.0,2,1,100.0,2014-02-25,1,0,1,1
31294,2.84,4.9,5.0,1.41,Astapor,2014-05-16,Android,2014-01-08,62.5,0,1,100.0,2014-05-16,1,0,0,0
31296,1.07,4.0,5.0,1.0,Winterfell,2014-01-15,Android,2014-01-08,0.0,1,1,100.0,2014-01-15,1,0,1,0
31299,2.18,4.7,5.0,1.0,Winterfell,2014-04-24,iPhone,2014-01-13,0.0,0,0,100.0,2014-04-24,1,0,1,1
31301,3.38,4.8,3.0,1.39,Astapor,2014-04-24,iPhone,2014-01-13,33.3,2,0,55.6,2014-04-24,1,0,0,1
31302,3.72,5.0,3.0,1.0,Winterfell,2014-06-17,iPhone,2014-01-14,0.0,0,0,100.0,2014-06-17,0,0,1,1
31303,2.73,5.0,5.0,1.0,Astapor,2014-01-20,iPhone,2014-01-20,0.0,1,0,100.0,2014-01-20,1,0,0,1
31308,7.62,4.8,4.3,1.06,Astapor,2014-06-28,Android,2014-01-22,25.0,1,0,50.0,2014-06-28,0,0,0,0
31310,3.01,5.0,3.3,1.0,Winterfell,2014-02-22,Android,2014-01-06,0.0,3,0,60.0,2014-02-22,1,0,1,0
31311,2.03,5.0,5.0,1.0,Astapor,2014-05-06,Android,2014-01-31,0.0,0,0,50.0,2014-05-06,1,0,0,0
31312,6.34,5.0,5.0,1.0,Winterfell,2014-03-02,iPhone,2014-01-02,0.0,0,1,0.0,2014-03-02,1,0,1,1
31313,9.37,4.2,4.3,1.0,Winterfell,2014-07-01,iPhone,2014-01-12,0.0,2,0,33.3,2014-07-01,0,0,1,1
31315,4.0,5.0,5.0,1.0,Astapor,2014-02-15,Android,2014-01-09,0.0,0,0,100.0,2014-02-15,1,0,0,0
31316,4.91,5.0,3.0,1.0,King's Landing,2014-01-11,iPhone,2014-01-11,0.0,1,1,0.0,2014-01-11,1,1,0,1
31318,1.53,4.4,4.6,1.0,King's Landing,2014-06-23,iPhone,2014-01-18,0.0,2,1,0.0,2014-06-23,0,1,0,1
